FAM_0001;REF
HALDEX  ;03231012222              
HALDEX  ;03231015222              
HALDEX  ;03231015242              
HALDEX  ;03231026222              
HALDEX  ;03231028162              
HALDEX  ;03231028222              
HALDEX  ;03231112082              
HALDEX  ;0323115000RTC            
HALDEX  ;03231212922              
HALDEX  ;03231228222              
HALDEX  ;03231256222              
HALDEX  ;0323141016               
HALDEX  ;03231410222              
HALDEX  ;03231415222              
HALDEX  ;03231460162              
HALDEX  ;03231460222              
HALDEX  ;03231465172              
HALDEX  ;0323146523               
HALDEX  ;03231465232              
HALDEX  ;03231496162              
HALDEX  ;03231496222              
HALDEX  ;03231506062              
HALDEX  ;03231508082              
HALDEX  ;03231508982              
HALDEX  ;03231510962              
HALDEX  ;03231512962              
HALDEX  ;03231515152              
HALDEX  ;03231515902              
HALDEX  ;03231515962              
HALDEX  ;03231606982              
HALDEX  ;0323161010               
HALDEX  ;03231610102              
HALDEX  ;0323161096               
HALDEX  ;03231610962              
HALDEX  ;03231612962              
HALDEX  ;03231615152              
HALDEX  ;03231615962              
HALDEX  ;03231710102              
HALDEX  ;03231712122              
HALDEX  ;03231712962              
HALDEX  ;03231715152              
HALDEX  ;0323200822               
HALDEX  ;03232008222              
HALDEX  ;03232012222              
HALDEX  ;03232015222              
HALDEX  ;0323208181               
HALDEX  ;03232210082              
HALDEX  ;03232212062              
HALDEX  ;03232212082              
HALDEX  ;0323221508               
HALDEX  ;03232215082              
HALDEX  ;03232215122              
HALDEX  ;03232606022              
HALDEX  ;03232608022              
HALDEX  ;03232608622              
HALDEX  ;03232610022              
HALDEX  ;03232610872              
HALDEX  ;03232612022              
HALDEX  ;03232612872              
HALDEX  ;03232615022              
HALDEX  ;03232706022              
HALDEX  ;03232708022              
HALDEX  ;0323271002               
HALDEX  ;03232710022              
HALDEX  ;03232712022              
HALDEX  ;03232715022              
HALDEX  ;03232806022              
HALDEX  ;0323280802               
HALDEX  ;03232808022              
HALDEX  ;0323281002               
HALDEX  ;03232810022              
HALDEX  ;0323281202               
HALDEX  ;03232812022              
HALDEX  ;03232812822              
HALDEX  ;03232815022              
HALDEX  ;0323308161RTC            
HALDEX  ;0323308220RTC            
HALDEX  ;0323315160RTC            
HALDEX  ;0323315220RTC            
HALDEX  ;03234108965              
HALDEX  ;03234912162              
HALDEX  ;03234912222              
HALDEX  ;03234915222              
HALDEX  ;0323511110               
HALDEX  ;03235111102              
HALDEX  ;03235111122              
HALDEX  ;03235113108              
HALDEX  ;0323511315               
HALDEX  ;03235113152              
HALDEX  ;0323541110               
HALDEX  ;0323541315               
HALDEX  ;03235413152              
HALDEX  ;03235713142              
HALDEX  ;0323579088               
HALDEX  ;03236116222              
HALDEX  ;03236118222              
HALDEX  ;03236122122              
HALDEX  ;03236122142              
HALDEX  ;0323612216               
HALDEX  ;03236122162              
HALDEX  ;03236200142              
HALDEX  ;0323620022               
HALDEX  ;0323620522               
HALDEX  ;03236205222              
HALDEX  ;03236280122              
HALDEX  ;03236280162              
HALDEX  ;0323628022               
HALDEX  ;03236280222              
HALDEX  ;0323650209               
HALDEX  ;0323650210               
HALDEX  ;03236507165              
HALDEX  ;03236509125              
HALDEX  ;03236509165              
HALDEX  ;03236509225              
HALDEX  ;03236512092              
HALDEX  ;03236512112              
HALDEX  ;03236512122              
HALDEX  ;03236512132              
HALDEX  ;03236512862              
HALDEX  ;03236512952              
HALDEX  ;03236514112              
HALDEX  ;03236514122              
HALDEX  ;0323651414               
HALDEX  ;03236514142              
HALDEX  ;03236514372              
HALDEX  ;03236514382              
HALDEX  ;03236514582              
HALDEX  ;03236514672              
HALDEX  ;03236514682              
HALDEX  ;0323651470               
HALDEX  ;03236514912              
HALDEX  ;03236514922              
HALDEX  ;0323651494               
HALDEX  ;03236514942              
HALDEX  ;03236520825              
HALDEX  ;03236612225              
HALDEX  ;0323700610               
HALDEX  ;03237006102              
HALDEX  ;0323700810               
HALDEX  ;03237008102              
HALDEX  ;03237009152              
HALDEX  ;0323701010               
HALDEX  ;03237010102              
HALDEX  ;0323701015               
HALDEX  ;03237010152              
HALDEX  ;03237011152              
HALDEX  ;03237012152              
HALDEX  ;0323701515               
HALDEX  ;03237015152              
HALDEX  ;03237015202              
HALDEX  ;03237016205              
HALDEX  ;03237018202              
HALDEX  ;03237020102              
HALDEX  ;03237028102              
HALDEX  ;03237086102              
HALDEX  ;03239101122              
HALDEX  ;03239102122              
HALDEX  ;032400001S               
HALDEX  ;03240106122              
HALDEX  ;03240108142              
HALDEX  ;03240110162              
HALDEX  ;03240116222              
HALDEX  ;03240316162              
HALDEX  ;03240506122              
HALDEX  ;03240508142              
HALDEX  ;03240508162              
HALDEX  ;03240510161              
HALDEX  ;03240510222              
HALDEX  ;03240512162              
HALDEX  ;03240512222              
HALDEX  ;03240515222              
HALDEX  ;03240522212              
HALDEX  ;03241512102              
HALDEX  ;03245211102              
HALDEX  ;0324521112               
HALDEX  ;03245211122              
HALDEX  ;0324521115               
HALDEX  ;03245211152              
HALDEX  ;0324521312               
HALDEX  ;03245213122              
HALDEX  ;0324521315               
HALDEX  ;03245213152              
HALDEX  ;03246012252              
HALDEX  ;03246016122              
HALDEX  ;03246016252              
HALDEX  ;03246018251              
HALDEX  ;03246022252              
HALDEX  ;03246022382              
HALDEX  ;03246118222              
HALDEX  ;03246122542              
HALDEX  ;03246200102              
HALDEX  ;03246516125              
HALDEX  ;03246517122              
HALDEX  ;03246517142              
HALDEX  ;03246517222              
HALDEX  ;03247800125              
HALDEX  ;03247800145              
HALDEX  ;03247800165              
HALDEX  ;03247800185              
HALDEX  ;03247800225              
HALDEX  ;03247800265              
HALDEX  ;032500001S               
HALDEX  ;032511209                
HALDEX  ;032511309                
HALDEX  ;032511409                
HALDEX  ;032511509                
HALDEX  ;032511609                
HALDEX  ;032511809                
HALDEX  ;032511909                
HALDEX  ;032513709                
HALDEX  ;03257000161              
HALDEX  ;03257100162              
HALDEX  ;03260110141              
HALDEX  ;03260112142              
HALDEX  ;03260115222              
HALDEX  ;03260222261              
HALDEX  ;03260308062              
HALDEX  ;03260310082              
HALDEX  ;03260312102              
HALDEX  ;03260315102              
HALDEX  ;03260315152              
HALDEX  ;03260322222              
HALDEX  ;03260610102              
HALDEX  ;032608622                
HALDEX  ;03261106062              
HALDEX  ;03261108062              
HALDEX  ;03261108082              
HALDEX  ;03261112062              
HALDEX  ;03261112082              
HALDEX  ;03261112122              
HALDEX  ;03261115081              
HALDEX  ;03261115152              
HALDEX  ;03261300122              
HALDEX  ;03261512122              
HALDEX  ;03261515152              
HALDEX  ;032615B00600             
HALDEX  ;03261606062              
HALDEX  ;03261608082              
HALDEX  ;03261612122              
HALDEX  ;03262208062              
HALDEX  ;03262210062              
